ZIP census tabulation area,ZIP Code name,Total population (2020 Census)
13364,"Leonardsville, NY (PO boxes)",225
13365,"Little Falls, NY",8448
13367,"Lowville, NY",8678
13368,"Lyons Falls, NY",1161
13402,"Madison, NY",1364
13403,"Marcy, NY",6844
13404,"Martinsburg, NY (PO boxes)",167
13406,"Middleville, NY",392
13407,"Mohawk, NY",4930
13408,"Morrisville, NY",3452
13409,"Munnsville, NY",2325
13410,"Nelliston, NY (PO boxes)",336
13411,"New Berlin, NY",3129
13413,"New Hartford, NY",15574
13415,"New Lisbon, NY",98
13416,"Newport, NY",2099
13417,"New York Mills, NY",3280
13418,"North Brookfield, NY",241
13420,"Old Forge, NY",1263
13421,"Oneida, NY",12807
13424,"Oriskany, NY",2450
13425,"Oriskany Falls, NY",2052
13428,"Palatine Bridge, NY",1592
13431,"Poland, NY",1960
13433,"Port Leyden, NY",1537
13435,"Prospect, NY (PO boxes)",248
13436,"Raquette Lake, NY",106
13437,"Redfield, NY",404
13438,"Remsen, NY",3626
13439,"Richfield Springs, NY",3681
13440,"Rome, NY",41024
13441,"Rome, NY",130
13450,"Roseboom, NY",169
13452,"Saint Johnsville, NY",4445
13454,"Salisbury Center, NY",608
13455,"Sangerfield, NY (PO boxes)",57
13456,"Sauquoit, NY",3941
13457,"Schuyler Lake, NY (PO boxes)",78
13459,"Sharon Springs, NY",1956
13460,"Sherburne, NY",4309
13461,"Sherrill, NY",3111
13464,"Smyrna, NY",1182
13468,"Springfield Center, NY",321
13469,"Stittville, NY",753
13470,"Stratford, NY",633
13471,"Taberg, NY",3023
13472,"Thendara, NY (PO boxes)",292
13473,"Turin, NY",786
13475,"Van Hornesville, NY",76
13476,"Vernon, NY",3092
13477,"Vernon Center, NY",1279
13478,"Verona, NY",3084
13480,"Waterville, NY",3231
13482,"West Burlington, NY",65
13483,"Westdale, NY",310
13484,"West Eaton, NY (PO boxes)",30
13485,"West Edmeston, NY",1349
13486,"Westernville, NY",710
13488,"Westford, NY",138
13489,"West Leyden, NY",556
13490,"Westmoreland, NY",1278
13491,"West Winfield, NY",3494
13492,"Whitesboro, NY",11457
13493,"Williamstown, NY",2017
13494,"Woodgate, NY",265
13495,"Yorkville, NY",2183
13501,"Utica, NY",40885
13502,"Utica, NY",33990
13601,"Watertown, NY",37287
13602,"Fort Drum, NY",4951
13603,"Watertown, NY",11808
13605,"Adams, NY",4517
13606,"Adams Center, NY",2606
13607,"Alexandria Bay, NY",1610
13608,"Antwerp, NY",1501
13611,"Belleville, NY (PO boxes)",222
13612,"Black River, NY",2673
13613,"Brasher Falls, NY",2709
13614,"Brier Hill, NY",403
13615,"Brownville, NY (PO boxes)",930
13616,"Calcium, NY",1714
13617,"Canton, NY",12083
13618,"Cape Vincent, NY",1765
13619,"Carthage, NY",10600
13620,"Castorland, NY",2148
13621,"Chase Mills, NY",690
13622,"Chaumont, NY",2182
13623,"Chippewa Bay, NY (PO boxes)",45
13624,"Clayton, NY",4967
13625,"Colton, NY",1834
13626,"Copenhagen, NY",2021
13628,"Deferiet, NY (PO boxes)",202
13630,"De Kalb Junction, NY",1486
13632,"Depauville, NY (PO boxes)",187
13633,"De Peyster, NY",296
13634,"Dexter, NY",3999
13635,"Edwards, NY",915
13636,"Ellisburg, NY",230
13637,"Evans Mills, NY",4980
13638,"Felts Mills, NY",398
13639,"Fine, NY",80
13640,"Wellesley Island, NY",348
13641,"Fishers Landing, NY (PO boxes)",101
13642,"Gouverneur, NY",9397
13643,"Great Bend, NY (PO boxes)",77
13645,"Hailesboro, NY (PO boxes)",9
13646,"Hammond, NY",2232
13647,"Hannawa Falls, NY (PO boxes)",113
13648,"Harrisville, NY",2250
13649,"Helena, NY (PO boxes)",91
13650,"Henderson, NY",1336
13651,"Henderson Harbor, NY (PO boxes)",95
13652,"Hermon, NY",1958
13654,"Heuvelton, NY",2620
13655,"Hogansburg, NY",3789
13656,"La Fargeville, NY",2901
13658,"Lisbon, NY",2545
13659,"Lorraine, NY",514
13660,"Madrid, NY",2019
13661,"Mannsville, NY",1667
13662,"Massena, NY",15814
13664,"Morristown, NY",398
13665,"Natural Bridge, NY",895
13666,"Newton Falls, NY (PO boxes)",220
13667,"Norfolk, NY",3217
13668,"Norwood, NY",3248
13669,"Ogdensburg, NY",14990
13670,"Oswegatchie, NY",446
13672,"Parishville, NY",526
13673,"Philadelphia, NY",2503
13674,"Pierrepont Manor, NY (PO boxes)",22
13675,"Plessis, NY",89
13676,"Potsdam, NY",13211
13678,"Raymondville, NY (PO boxes)",180
13679,"Redwood, NY",1791
13680,"Rensselaer Falls, NY",1427
13681,"Richville, NY",809
13682,"Rodman, NY",921
13683,"Rooseveltown, NY (PO boxes)",185
13684,"Russell, NY",1141
13685,"Sackets Harbor, NY",2224
13687,"South Colton, NY",496
13690,"Star Lake, NY",692
13691,"Theresa, NY",2981
13692,"Thousand Island Park, NY (PO boxes)",95
13693,"Three Mile Bay, NY",495
13694,"Waddington, NY",1316
13695,"Wanakena, NY (PO boxes)",124
13696,"West Stockholm, NY",181
13697,"Winthrop, NY",2206
13699,"Potsdam, NY",2225
13730,"Afton, NY",2691
13731,"Andes, NY",949
13732,"Apalachin, NY",7569
13733,"Bainbridge, NY",4809
13734,"Barton, NY",2160
13736,"Berkshire, NY",2433
13738,"Blodgett Mills, NY (PO boxes)",51
13739,"Bloomville, NY",908
13740,"Bovina Center, NY",531
13743,"Candor, NY",3705
13744,"Castle Creek, NY",1086
13746,"Chenango Forks, NY",2678
13747,"Colliersville, NY (PO boxes)",6
13748,"Conklin, NY",3579
13750,"Davenport, NY",936
13751,"Davenport Center, NY",190
13752,"Delancey, NY",808
13753,"Delhi, NY",5619
13754,"Deposit, NY",2912
13755,"Downsville, NY",989
13756,"East Branch, NY",475
13757,"East Meredith, NY",1002
13760,"Endicott, NY",44153
13774,"Fishs Eddy, NY (PO boxes)",191
13775,"Franklin, NY",1452
13776,"Gilbertsville, NY",404
13777,"Glen Aubrey, NY",768
13778,"Greene, NY",5495
13780,"Guilford, NY",1011
13782,"Hamden, NY",642
13783,"Hancock, NY",2345
13784,"Harford, NY (PO boxes)",180
13786,"Harpersfield, NY",333
13787,"Harpursville, NY",3359
13788,"Hobart, NY",870
13790,"Johnson City, NY",18478
13795,"Kirkwood, NY",3617
13796,"Laurens, NY",1147
13797,"Lisle, NY",2130
13801,"Mc Donough, NY",1284
13802,"Maine, NY",692
13803,"Marathon, NY",4208
13804,"Masonville, NY",249
13806,"Meridale, NY",111
13807,"Milford, NY",1061
13808,"Morris, NY",1583
13809,"Mount Upton, NY",1492
13810,"Mount Vision, NY",1038
13811,"Newark Valley, NY",4032
13812,"Nichols, NY",2136
13813,"Nineveh, NY",814
13814,"North Norwich, NY (PO boxes)",55
13815,"Norwich, NY",13063
13820,"Oneonta, NY",21605
13825,"Otego, NY",3020
13826,"Ouaquaga, NY",117
13827,"Owego, NY",11381
13830,"Oxford, NY",4599
13832,"Plymouth, NY",528
13833,"Port Crane, NY",4004
13834,"Portlandville, NY",168
13835,"Richford, NY",1384
13838,"Sidney, NY",4203
13839,"Sidney Center, NY",1475
13841,"Smithville Flats, NY",421
13842,"South Kortright, NY",414
13843,"South New Berlin, NY",1849
13844,"South Plymouth, NY",686
13846,"Treadwell, NY",293
13847,"Trout Creek, NY (PO boxes)",23
13849,"Unadilla, NY",4456
13850,"Vestal, NY",22135
13856,"Walton, NY",6193
13859,"Wells Bridge, NY",162
13860,"West Davenport, NY (PO boxes)",207
13861,"West Oneonta, NY",426
13862,"Whitney Point, NY",3960
13863,"Willet, NY",527
13864,"Willseyville, NY",1113
13865,"Windsor, NY",5754
13901,"Binghamton, NY",20548
13902,"Binghamton, NY (PO boxes)",7260
13903,"Binghamton, NY",18140
13904,"Binghamton, NY",9236
13905,"Binghamton, NY",27672
14001,"Akron, NY",9482
14004,"Alden, NY",11583
14005,"Alexander, NY",1868
14006,"Angola, NY",9140
14008,"Appleton, NY",1306
14009,"Arcade, NY",5474
14011,"Attica, NY",7832
14012,"Barker, NY",2334
14013,"Basom, NY",1317
14020,"Batavia, NY",22627
14024,"Bliss, NY",1584
14025,"Boston, NY",2996
14026,"Bowmansville, NY",792
14027,"Brant, NY (PO boxes)",97
14028,"Burt, NY",1553
14029,"Centerville, NY (PO boxes)",72
14030,"Chaffee, NY",1755
14031,"Clarence, NY",9983
14032,"Clarence Center, NY",9368
14033,"Colden, NY",2173
14034,"Collins, NY",3743
14035,"Collins Center, NY (PO boxes)",146
14036,"Corfu, NY",4931
14037,"Cowlesville, NY",1173
14039,"Dale, NY",96
14040,"Darien Center, NY",2087
14041,"Dayton, NY",154
14042,"Delevan, NY",3891
14043,"Depew, NY",24962
14047,"Derby, NY",6152
14048,"Dunkirk, NY",15062
14051,"East Amherst, NY",20721
14052,"East Aurora, NY",17679
14054,"East Bethany, NY",1355
14055,"East Concord, NY",1472
14056,"East Pembroke, NY (PO boxes)",164
14057,"Eden, NY",7915
14058,"Elba, NY",2107
14059,"Elma, NY",9280
14060,"Farmersville Station, NY",394
14061,"Farnham, NY (PO boxes)",77
14062,"Forestville, NY",3375
14063,"Fredonia, NY",13028
14065,"Freedom, NY",1799
14066,"Gainesville, NY",1172
14067,"Gasport, NY",4820
14068,"Getzville, NY",7399
14069,"Glenwood, NY",773
14070,"Gowanda, NY",5093
14072,"Grand Island, NY",21389
14075,"Hamburg, NY",44053
14080,"Holland, NY",4109
14081,"Irving, NY",2983
14082,"Java Center, NY",421
14083,"Java Village, NY",57
14085,"Lake View, NY",8157
14086,"Lancaster, NY",35010
14091,"Lawtons, NY",1128
14092,"Lewiston, NY",11030
14094,"Lockport, NY",50969
14098,"Lyndonville, NY",2944
14101,"Machias, NY",1853
14102,"Marilla, NY",1130
14103,"Medina, NY",10589
14105,"Middleport, NY",4388
14108,"Newfane, NY",5654
14109,"Niagara University, NY (PO boxes)",940
14111,"North Collins, NY",3198
14112,"North Evans, NY (PO boxes)",56
14113,"North Java, NY",768
14120,"North Tonawanda, NY",44538
14125,"Oakfield, NY",3717
14126,"Olcott, NY (PO boxes)",560
14127,"Orchard Park, NY",30565
14129,"Perrysburg, NY",1638
14130,"Pike, NY (PO boxes)",88
14131,"Ransomville, NY",5207
14132,"Sanborn, NY",6155
14134,"Sardinia, NY",71
14135,"Sheridan, NY (PO boxes)",78
14136,"Silver Creek, NY",5029
14138,"South Dayton, NY",1841
14139,"South Wales, NY",2231
14141,"Springville, NY",7585
14143,"Stafford, NY",1310
14145,"Strykersville, NY",1536
14150,"Tonawanda, NY",41161
14166,"Van Buren Point, NY (PO boxes)",36
14167,"Varysburg, NY",1567
14168,"Versailles, NY (PO boxes)",60
14169,"Wales Center, NY (PO boxes)",88
14170,"West Falls, NY",2248
14171,"West Valley, NY",1852
14172,"Wilson, NY",3301
14173,"Yorkshire, NY (PO boxes)",386
14174,"Youngstown, NY",5654
14201,"Buffalo, NY",12364
14202,"Buffalo, NY",3850
14203,"Buffalo, NY",2006
14204,"Buffalo, NY",9026
14206,"Buffalo, NY",21706
14207,"Buffalo, NY",26006
14208,"Buffalo, NY",12088
14209,"Buffalo, NY",8251
14210,"Buffalo, NY",15480
14211,"Buffalo, NY",26449
14212,"Buffalo, NY",13533
14213,"Buffalo, NY",25834
14214,"Buffalo, NY",20732
14215,"Buffalo, NY",42447
14216,"Buffalo, NY",22979
14217,"Buffalo, NY",23085
14218,"Buffalo, NY",20878
14219,"Buffalo, NY",11593
14220,"Buffalo, NY",23959
14221,"Buffalo, NY",55275
14222,"Buffalo, NY",13629
14223,"Buffalo, NY",22658
14224,"Buffalo, NY",40736
14225,"Buffalo, NY",34066
14226,"Buffalo, NY",29861
14227,"Buffalo, NY",23130
14228,"Buffalo, NY",23945
14260,"Buffalo, NY",787
14261,"Buffalo, NY",5686
14301,"Niagara Falls, NY",12618
14302,"Niagara Falls, NY (PO boxes)",105
14303,"Niagara Falls, NY",5958
14304,"Niagara Falls, NY",28923
14305,"Niagara Falls, NY",16427
14411,"Albion, NY",13334
14413,"Alton, NY (PO boxes)",171
14414,"Avon, NY",6935
14415,"Bellona, NY",194
14416,"Bergen, NY",3971
14418,"Branchport, NY",1296
14420,"Brockport, NY",19567
14422,"Byron, NY",2182
14423,"Caledonia, NY",4557
14424,"Canandaigua, NY",28353
14425,"Farmington, NY",13068
14427,"Castile, NY",1990
14428,"Churchville, NY",8259
14432,"Clifton Springs, NY",5746
14433,"Clyde, NY",4707
14435,"Conesus, NY",2761
14437,"Dansville, NY",9141
14441,"Dresden, NY",326
14445,"East Rochester, NY",7781
14450,"Fairport, NY",42633
14453,"Fishers, NY (PO boxes)",44
14454,"Geneseo, NY",10759
14456,"Geneva, NY",19602
14462,"Groveland, NY",614
14463,"Hall, NY (PO boxes)",181
14464,"Hamlin, NY",7065
14466,"Hemlock, NY",1616
14467,"Henrietta, NY",9526
14468,"Hilton, NY",19174
14469,"Bloomfield, NY",6265
14470,"Holley, NY",7648
14471,"Honeoye, NY",2610
14472,"Honeoye Falls, NY",8566
14475,"Ionia, NY",334
14476,"Kendall, NY",2250
14477,"Kent, NY",1501
14478,"Keuka Park, NY",1646
14479,"Knowlesville, NY",263
14480,"Lakeville, NY",826
14481,"Leicester, NY",1711
14482,"Le Roy, NY",8365
14485,"Lima, NY",4111
14486,"Linwood, NY",305
14487,"Livonia, NY",5889
14489,"Lyons, NY",7347
14502,"Macedon, NY",10760
14504,"Manchester, NY",1648
14505,"Marion, NY",5202
14506,"Mendon, NY",1289
14507,"Middlesex, NY",1298
14510,"Mount Morris, NY",4902
14511,"Mumford, NY (PO boxes)",520
14512,"Naples, NY",4533
14513,"Newark, NY",13459
14514,"North Chili, NY",6734
14515,"North Greece, NY (PO boxes)",72
14516,"North Rose, NY",2190
14517,"Nunda, NY",2549
14519,"Ontario, NY",12354
14521,"Ovid, NY",3473
14522,"Palmyra, NY",9028
14525,"Pavilion, NY",2921
14526,"Penfield, NY",20932
14527,"Penn Yan, NY",12716
14529,"Perkinsville, NY (PO boxes)",57
14530,"Perry, NY",6583
14532,"Phelps, NY",4174
14533,"Piffard, NY",1753
14534,"Pittsford, NY",32834
14536,"Portageville, NY",607
14537,"Port Gibson, NY (PO boxes)",203
14539,"Retsof, NY (PO boxes)",225
14541,"Romulus, NY",3298
14542,"Rose, NY (PO boxes)",68
14543,"Rush, NY",3160
14544,"Rushville, NY",2035
14545,"Scottsburg, NY",157
14546,"Scottsville, NY",4872
14548,"Shortsville, NY",3972
14549,"Silver Lake, NY (PO boxes)",137
14550,"Silver Springs, NY",1564
14551,"Sodus, NY",5163
14555,"Sodus Point, NY",934
14556,"Sonyea, NY (PO boxes)",875
14557,"South Byron, NY (PO boxes)",136
14559,"Spencerport, NY",17964
14560,"Springwater, NY",2167
14561,"Stanley, NY",3026
14564,"Victor, NY",16138
14568,"Walworth, NY",5975
14569,"Warsaw, NY",6302
14571,"Waterport, NY",1207
14572,"Wayland, NY",4636
14580,"Webster, NY",54148
14585,"West Bloomfield, NY",187
14586,"West Henrietta, NY",13089
14588,"Willard, NY (PO boxes)",8
14589,"Williamson, NY",7637
14590,"Wolcott, NY",4902
14591,"Wyoming, NY",1451
14592,"York, NY (PO boxes)",222
14604,"Rochester, NY",3138
14605,"Rochester, NY",12172
14606,"Rochester, NY",28252
14607,"Rochester, NY",16298
14608,"Rochester, NY",13177
14609,"Rochester, NY",41329
14610,"Rochester, NY",14311
14611,"Rochester, NY",18586
14612,"Rochester, NY",34844
14613,"Rochester, NY",14882
14614,"Rochester, NY",1109
14615,"Rochester, NY",16862
14616,"Rochester, NY",27946
14617,"Rochester, NY",22599
14618,"Rochester, NY",23998
14619,"Rochester, NY",14061
14620,"Rochester, NY",24185
14621,"Rochester, NY",32891
14622,"Rochester, NY",11930
14623,"Rochester, NY",27865
14624,"Rochester, NY",37200
14625,"Rochester, NY",10487
14626,"Rochester, NY",30032
14627,"Rochester, NY (PO boxes)",2986
14642,"Rochester, NY",8
14701,"Jamestown, NY",38428
14706,"Allegany, NY",5910
14707,"Allentown, NY (PO boxes)",151
14708,"Alma, NY",148
14709,"Angelica, NY",1423
14710,"Ashville, NY",3367
14711,"Belfast, NY",1822
14712,"Bemus Point, NY",3242
14714,"Black Creek, NY",361
14715,"Bolivar, NY",2613
14716,"Brocton, NY",2638
14717,"Caneadea, NY",689
14718,"Cassadaga, NY",1845
14719,"Cattaraugus, NY",3449
14720,"Celoron, NY (PO boxes)",633
14721,"Ceres, NY",177
14722,"Chautauqua, NY (PO boxes)",194
14723,"Cherry Creek, NY",1222
14724,"Clymer, NY",2595
14726,"Conewango Valley, NY",2016
14727,"Cuba, NY",5257
14728,"Dewittville, NY",937
14729,"East Otto, NY",763
14731,"Ellicottville, NY",1269
14732,"Ellington, NY (PO boxes)",56
14733,"Falconer, NY",3663
14735,"Fillmore, NY",2836
14736,"Findley Lake, NY",271
14737,"Franklinville, NY",4101
14738,"Frewsburg, NY",3561
14739,"Friendship, NY",2853
14740,"Gerry, NY",1301
14741,"Great Valley, NY",1881
14742,"Greenhurst, NY (PO boxes)",119
14743,"Hinsdale, NY",1584
14744,"Houghton, NY",1937
14747,"Kennedy, NY",2197
14748,"Kill Buck, NY",659
14750,"Lakewood, NY",4673
14752,"Lily Dale, NY (PO boxes)",168
14753,"Limestone, NY",1067
14754,"Little Genesee, NY",721
14755,"Little Valley, NY",2855
14756,"Maple Springs, NY (PO boxes)",43
14757,"Mayville, NY",3072
14760,"Olean, NY",18031
14767,"Panama, NY",2171
14769,"Portland, NY",948
14770,"Portville, NY",2747
14772,"Randolph, NY",4141
14774,"Richburg, NY (PO boxes)",142
14775,"Ripley, NY",2402
14777,"Rushford, NY",509
14778,"Saint Bonaventure, NY (PO boxes)",1352
14779,"Salamanca, NY",7191
14781,"Sherman, NY",2114
14782,"Sinclairville, NY",2236
14783,"Steamburg, NY (PO boxes)",352
14784,"Stockton, NY",967
14785,"Stow, NY (PO boxes)",54
14787,"Westfield, NY",4825
14788,"Westons Mills, NY (PO boxes)",217
14801,"Addison, NY",5202
14802,"Alfred, NY",4016
14803,"Alfred Station, NY",1216
14804,"Almond, NY",1300
14805,"Alpine, NY",1108
14806,"Andover, NY",1963
14807,"Arkport, NY",2834
14808,"Atlanta, NY",588
14809,"Avoca, NY",2258
14810,"Bath, NY",11620
14812,"Beaver Dams, NY",3273
14813,"Belmont, NY",2307
14814,"Big Flats, NY",1938
14815,"Bradford, NY",928
14816,"Breesport, NY",583
14817,"Brooktondale, NY",2474
14818,"Burdett, NY",1830
14819,"Cameron, NY",684
14820,"Cameron Mills, NY",659
14821,"Campbell, NY",3115
14822,"Canaseraga, NY",926
14823,"Canisteo, NY",3686
14824,"Cayuta, NY",663
14825,"Chemung, NY",763
14826,"Cohocton, NY",1936
14827,"Coopers Plains, NY (PO boxes)",204
14830,"Corning, NY",18949
14836,"Dalton, NY",963
14837,"Dundee, NY",5345
14838,"Erin, NY",1820
14839,"Greenwood, NY",686
14840,"Hammondsport, NY",2905
14841,"Hector, NY",809
14842,"Himrod, NY",797
14843,"Hornell, NY",12637
14845,"Horseheads, NY",20628
14846,"Hunt, NY",653
14847,"Interlaken, NY",2443
14850,"Ithaca, NY",69271
14853,"Ithaca, NY",1993
14854,"Jacksonville, NY (PO boxes)",47
14855,"Jasper, NY",1029
14856,"Kanona, NY (PO boxes)",72
14858,"Lindley, NY",1672
14859,"Lockwood, NY",1153
14860,"Lodi, NY",1000
14861,"Lowman, NY",1303
14864,"Millport, NY",1311
14865,"Montour Falls, NY",2598
14867,"Newfield, NY",5490
14869,"Odessa, NY",1208
14870,"Painted Post, NY",9648
14871,"Pine City, NY",4025
14872,"Pine Valley, NY",641
14873,"Prattsburgh, NY",2348
14874,"Pulteney, NY",180
14877,"Rexville, NY",505
14878,"Rock Stream, NY",780
14879,"Savona, NY",2152
14880,"Scio, NY",1545
14881,"Slaterville Springs, NY",254
14882,"Lansing, NY",3890
14883,"Spencer, NY",3998
14884,"Swain, NY",309
14885,"Troupsburg, NY",689
14886,"Trumansburg, NY",6648
14889,"Van Etten, NY",1514
14891,"Watkins Glen, NY",4140
14892,"Waverly, NY",7949
14893,"Wayne, NY (PO boxes)",21
14894,"Wellsburg, NY",1716
14895,"Wellsville, NY",9375
14897,"Whitesville, NY",850
14898,"Woodhull, NY",1573
14901,"Elmira, NY",14893
14903,"Elmira, NY",7279
14904,"Elmira, NY",15102
14905,"Elmira, NY",8645
15001,"Aliquippa, PA",32299
15003,"Ambridge, PA",11672
15004,"Atlasburg, PA (PO boxes)",224
15005,"Baden, PA",9375
15006,"Bairdford, PA (PO boxes)",279
15007,"Bakerstown, PA",391
15009,"Beaver, PA",15594
15010,"Beaver Falls, PA",28736
15012,"Belle Vernon, PA",15756
15014,"Brackenridge, PA",3165
15015,"Bradfordwoods, PA",1223
15017,"Bridgeville, PA",16971
15018,"Buena Vista, PA",763
15019,"Bulger, PA",1587
15020,"Bunola, PA (PO boxes)",284
15021,"Burgettstown, PA",6813
15022,"Charleroi, PA",10241
15024,"Cheswick, PA",8943
15025,"Clairton, PA",17118
15026,"Clinton, PA",4071
15027,"Conway, PA",2236
15028,"Coulters, PA (PO boxes)",111
15030,"Creighton, PA",1125
15031,"Cuddy, PA",560
15033,"Donora, PA",4677
15034,"Dravosburg, PA",1612
15035,"East Mc Keesport, PA",2098
15037,"Elizabeth, PA",10519
15038,"Elrama, PA (PO boxes)",291
15042,"Freedom, PA",7931
15043,"Georgetown, PA",2092
15044,"Gibsonia, PA",29105
15045,"Glassport, PA",4475
15046,"Crescent, PA",2488
15047,"Greenock, PA (PO boxes)",302
15049,"Harwick, PA",901
15050,"Hookstown, PA",2429
15051,"Indianola, PA",488
15052,"Industry, PA",3366
15053,"Joffre, PA",146
15054,"Langeloth, PA (PO boxes)",525
15055,"Lawrence, PA",1368
15056,"Leetsdale, PA",1092
15057,"Mc Donald, PA",16709
15059,"Midland, PA",3913
15060,"Midway, PA (PO boxes)",925
15061,"Monaca, PA",12591
15062,"Monessen, PA",6880
15063,"Monongahela, PA",11003
15064,"Morgan, PA",339
15065,"Natrona Heights, PA",11158
15066,"New Brighton, PA",12126
15067,"New Eagle, PA",2130
15068,"New Kensington, PA",37104
